Sample in Buffer	Sample in Window	adc_data_ch0
2909	2909	-2513	
2910	2910	208	
2911	2911	2630	
2912	2912	689	
2913	2913	-2368	
2914	2914	-1171	
2915	2915	2190	
2916	2916	1877	
2917	2917	-1512	
2918	2918	-2187	
2919	2919	1118	
2920	2920	2558	
2921	2921	-227	
2922	2922	-2553	
2923	2923	-275	
2924	2924	2556	
2925	2925	1129	
2926	2926	-2157	
2927	2927	-1566	
2928	2928	1890	
2929	2929	2170	
2930	2930	-1115	
2931	2931	-2394	
2932	2932	667	
2933	2933	2633	
2934	2934	241	
2935	2935	-2505	
2936	2936	-732	
2937	2937	2409	
2938	2938	1518	
2939	2939	-1866	
2940	2940	-1917	
2941	2941	1528	
2942	2942	2400	
2943	2943	-677	
2944	2944	-2517	
2945	2945	208	
2946	2946	2633	
2947	2947	691	
2948	2948	-2366	
2949	2949	-1169	
2950	2950	2183	
2951	2951	1877	
2952	2952	-1514	
2953	2953	-2184	
2954	2954	1122	
2955	2955	2552	
2956	2956	-224	
2957	2957	-2555	
2958	2958	-269	
2959	2959	2558	
2960	2960	1127	
2961	2961	-2149	
2962	2962	-1562	
2963	2963	1896	
2964	2964	2172	
2965	2965	-1117	
2966	2966	-2392	
2967	2967	679	
2968	2968	2638	
2969	2969	235	
2970	2970	-2498	
2971	2971	-730	
2972	2972	2408	
2973	2973	1519	
2974	2974	-1864	
2975	2975	-1913	
2976	2976	1530	
2977	2977	2407	
2978	2978	-678	
2979	2979	-2518	
2980	2980	202	
2981	2981	2630	
2982	2982	687	
2983	2983	-2369	
2984	2984	-1171	
2985	2985	2183	
2986	2986	1875	
2987	2987	-1511	
2988	2988	-2193	
2989	2989	1125	
2990	2990	2550	
2991	2991	-226	
2992	2992	-2548	
2993	2993	-269	
2994	2994	2557	
2995	2995	1124	
2996	2996	-2151	
2997	2997	-1569	
2998	2998	1896	
2999	2999	2168	
3000	3000	-1117	
3001	3001	-2391	
3002	3002	670	
3003	3003	2630	
3004	3004	242	
3005	3005	-2502	
3006	3006	-733	
3007	3007	2409	
3008	3008	1522	
3009	3009	-1867	
3010	3010	-1913	
3011	3011	1533	
3012	3012	2400	
3013	3013	-682	
3014	3014	-2514	
3015	3015	209	
3016	3016	2636	
3017	3017	694	
3018	3018	-2367	
3019	3019	-1164	
3020	3020	2193	
3021	3021	1875	
3022	3022	-1515	
3023	3023	-2191	
3024	3024	1122	
3025	3025	2557	
3026	3026	-221	
3027	3027	-2548	
3028	3028	-267	
3029	3029	2564	
3030	3030	1126	
3031	3031	-2147	
3032	3032	-1564	
3033	3033	1887	
3034	3034	2171	
3035	3035	-1122	
3036	3036	-2391	
3037	3037	672	
3038	3038	2635	
3039	3039	239	
3040	3040	-2503	
3041	3041	-730	
3042	3042	2411	
3043	3043	1519	
3044	3044	-1863	
3045	3045	-1906	
3046	3046	1530	
3047	3047	2404	
3048	3048	-680	
3049	3049	-2512	
3050	3050	203	
3051	3051	2636	
3052	3052	692	
3053	3053	-2358	
3054	3054	-1165	
3055	3055	2188	
3056	3056	1874	
3057	3057	-1515	
3058	3058	-2185	
3059	3059	1116	
3060	3060	2556	
3061	3061	-227	
3062	3062	-2549	
3063	3063	-265	
3064	3064	2557	
3065	3065	1125	
3066	3066	-2149	
3067	3067	-1565	
3068	3068	1896	
3069	3069	2167	
3070	3070	-1112	
3071	3071	-2394	
3072	3072	671	
3073	3073	2634	
3074	3074	241	
3075	3075	-2501	
3076	3076	-733	
3077	3077	2410	
3078	3078	1518	
3079	3079	-1868	
3080	3080	-1910	
3081	3081	1531	
3082	3082	2400	
3083	3083	-679	
3084	3084	-2511	
3085	3085	201	
3086	3086	2628	
3087	3087	692	
3088	3088	-2363	
3089	3089	-1168	
3090	3090	2191	
3091	3091	1873	
3092	3092	-1513	
3093	3093	-2192	
3094	3094	1123	
3095	3095	2554	
3096	3096	-228	
3097	3097	-2554	
3098	3098	-266	
3099	3099	2559	
3100	3100	1130	
3101	3101	-2152	
3102	3102	-1563	
3103	3103	1889	
3104	3104	2173	
3105	3105	-1116	
3106	3106	-2390	
3107	3107	669	
3108	3108	2633	
3109	3109	238	
3110	3110	-2497	
3111	3111	-729	
3112	3112	2414	
3113	3113	1523	
3114	3114	-1868	
3115	3115	-1914	
3116	3116	1528	
3117	3117	2403	
3118	3118	-683	
3119	3119	-2518	
3120	3120	200	
3121	3121	2634	
3122	3122	691	
3123	3123	-2367	
3124	3124	-1165	
3125	3125	2192	
3126	3126	1883	
3127	3127	-1517	
3128	3128	-2185	
3129	3129	1118	
3130	3130	2565	
3131	3131	-217	
3132	3132	-2547	
3133	3133	-268	
3134	3134	2561	
3135	3135	1130	
3136	3136	-2153	
3137	3137	-1566	
3138	3138	1889	
3139	3139	2171	
3140	3140	-1115	
3141	3141	-2389	
3142	3142	672	
3143	3143	2630	
3144	3144	237	
3145	3145	-2502	
3146	3146	-730	
3147	3147	2414	
3148	3148	1522	
3149	3149	-1871	
3150	3150	-1908	
3151	3151	1526	
3152	3152	2397	
3153	3153	-680	
3154	3154	-2510	
3155	3155	203	
3156	3156	2633	
3157	3157	690	
3158	3158	-2373	
3159	3159	-1167	
3160	3160	2186	
3161	3161	1876	
3162	3162	-1522	
3163	3163	-2192	
3164	3164	1126	
3165	3165	2560	
3166	3166	-221	
3167	3167	-2549	
3168	3168	-271	
3169	3169	2560	
3170	3170	1124	
3171	3171	-2152	
3172	3172	-1566	
3173	3173	1894	
3174	3174	2171	
3175	3175	-1117	
3176	3176	-2389	
3177	3177	678	
3178	3178	2633	
3179	3179	238	
3180	3180	-2504	
3181	3181	-734	
3182	3182	2409	
3183	3183	1521	
3184	3184	-1867	
3185	3185	-1911	
3186	3186	1533	
3187	3187	2406	
3188	3188	-673	
3189	3189	-2516	
3190	3190	202	
3191	3191	2631	
3192	3192	693	
3193	3193	-2368	
3194	3194	-1172	
3195	3195	2191	
3196	3196	1876	
3197	3197	-1517	
3198	3198	-2191	
3199	3199	1121	
3200	3200	2557	
3201	3201	-218	
3202	3202	-2551	
3203	3203	-267	
3204	3204	2562	
3205	3205	1123	
3206	3206	-2149	
3207	3207	-1566	
3208	3208	1890	
3209	3209	2167	
3210	3210	-1119	
3211	3211	-2391	
3212	3212	674	
3213	3213	2632	
3214	3214	239	
3215	3215	-2505	
3216	3216	-734	
3217	3217	2414	
3218	3218	1522	
3219	3219	-1864	
3220	3220	-1906	
3221	3221	1532	
3222	3222	2402	
3223	3223	-685	
3224	3224	-2512	
3225	3225	204	
3226	3226	2632	
3227	3227	689	
3228	3228	-2365	
3229	3229	-1163	
3230	3230	2188	
3231	3231	1876	
3232	3232	-1509	
3233	3233	-2191	
3234	3234	1121	
3235	3235	2556	
3236	3236	-228	
3237	3237	-2549	
3238	3238	-269	
3239	3239	2549	
3240	3240	1127	
3241	3241	-2156	
3242	3242	-1563	
3243	3243	1893	
3244	3244	2166	
3245	3245	-1118	
3246	3246	-2388	
3247	3247	671	
3248	3248	2635	
3249	3249	242	
3250	3250	-2500	
3251	3251	-730	
3252	3252	2411	
3253	3253	1517	
3254	3254	-1867	
3255	3255	-1910	
3256	3256	1534	
3257	3257	2394	
3258	3258	-680	
3259	3259	-2519	
3260	3260	205	
3261	3261	2632	
3262	3262	698	
3263	3263	-2366	
3264	3264	-1175	
3265	3265	2185	
3266	3266	1874	
3267	3267	-1519	
3268	3268	-2188	
3269	3269	1118	
3270	3270	2560	
3271	3271	-222	
3272	3272	-2554	
3273	3273	-266	
3274	3274	2555	
3275	3275	1123	
3276	3276	-2149	
3277	3277	-1567	
3278	3278	1884	
3279	3279	2165	
3280	3280	-1116	
3281	3281	-2391	
3282	3282	671	
3283	3283	2634	
3284	3284	239	
3285	3285	-2501	
3286	3286	-734	
3287	3287	2406	
3288	3288	1519	
3289	3289	-1868	
3290	3290	-1911	
3291	3291	1529	
3292	3292	2396	
3293	3293	-681	
3294	3294	-2515	
3295	3295	202	
3296	3296	2634	
3297	3297	694	
3298	3298	-2365	
3299	3299	-1173	
3300	3300	2190	
3301	3301	1875	
3302	3302	-1516	
3303	3303	-2188	
3304	3304	1123	
3305	3305	2550	
3306	3306	-225	
3307	3307	-2560	
3308	3308	-264	
3309	3309	2562	
3310	3310	1127	
3311	3311	-2148	
3312	3312	-1568	
3313	3313	1892	
3314	3314	2169	
3315	3315	-1119	
3316	3316	-2393	
3317	3317	669	
3318	3318	2633	
3319	3319	237	
3320	3320	-2501	
3321	3321	-733	
3322	3322	2410	
3323	3323	1523	
3324	3324	-1864	
3325	3325	-1910	
3326	3326	1527	
3327	3327	2401	
3328	3328	-679	
3329	3329	-2514	
3330	3330	201	
3331	3331	2629	
3332	3332	690	
3333	3333	-2368	
3334	3334	-1174	
3335	3335	2184	
3336	3336	1873	
3337	3337	-1513	
3338	3338	-2188	
3339	3339	1119	
3340	3340	2556	
3341	3341	-221	
3342	3342	-2549	
3343	3343	-271	
3344	3344	2555	
3345	3345	1123	
3346	3346	-2154	
3347	3347	-1566	
3348	3348	1888	
3349	3349	2173	
3350	3350	-1116	
3351	3351	-2391	
3352	3352	676	
3353	3353	2633	
3354	3354	237	
3355	3355	-2497	
3356	3356	-730	
3357	3357	2408	
3358	3358	1524	
3359	3359	-1865	
3360	3360	-1909	
3361	3361	1528	
3362	3362	2400	
3363	3363	-688	
3364	3364	-2516	
3365	3365	207	
3366	3366	2629	
3367	3367	698	
3368	3368	-2364	
3369	3369	-1165	
3370	3370	2186	
3371	3371	1867	
3372	3372	-1517	
3373	3373	-2189	
3374	3374	1121	
3375	3375	2553	
3376	3376	-226	
3377	3377	-2542	
3378	3378	-265	
3379	3379	2557	
3380	3380	1122	
3381	3381	-2152	
3382	3382	-1571	
3383	3383	1889	
3384	3384	2170	
3385	3385	-1114	
3386	3386	-2395	
3387	3387	677	
3388	3388	2636	
3389	3389	242	
3390	3390	-2500	
3391	3391	-734	
3392	3392	2412	
3393	3393	1527	
3394	3394	-1866	
3395	3395	-1905	
3396	3396	1532	
3397	3397	2401	
3398	3398	-678	
3399	3399	-2507	
3400	3400	205	
3401	3401	2635	
3402	3402	690	
3403	3403	-2368	
3404	3404	-1170	
3405	3405	2182	
3406	3406	1878	
3407	3407	-1510	
3408	3408	-2188	
3409	3409	1129	
3410	3410	2558	
3411	3411	-224	
3412	3412	-2552	
3413	3413	-265	
3414	3414	2556	
3415	3415	1129	
3416	3416	-2148	
3417	3417	-1564	
3418	3418	1893	
3419	3419	2178	
3420	3420	-1121	
3421	3421	-2385	
3422	3422	678	
3423	3423	2634	
3424	3424	244	
3425	3425	-2503	
3426	3426	-736	
3427	3427	2408	
3428	3428	1521	
3429	3429	-1863	
3430	3430	-1910	
3431	3431	1531	
3432	3432	2403	
3433	3433	-684	
3434	3434	-2513	
3435	3435	204	
3436	3436	2635	
3437	3437	691	
3438	3438	-2364	
3439	3439	-1167	
3440	3440	2187	
3441	3441	1876	
3442	3442	-1516	
3443	3443	-2184	
3444	3444	1119	
3445	3445	2555	
3446	3446	-226	
3447	3447	-2553	
3448	3448	-267	
3449	3449	2559	
3450	3450	1124	
3451	3451	-2147	
3452	3452	-1564	
3453	3453	1891	
3454	3454	2175	
3455	3455	-1116	
3456	3456	-2395	
3457	3457	672	
3458	3458	2631	
3459	3459	242	
3460	3460	-2506	
3461	3461	-733	
3462	3462	2412	
3463	3463	1519	
3464	3464	-1868	
3465	3465	-1913	
3466	3466	1532	
3467	3467	2400	
3468	3468	-681	
3469	3469	-2507	
3470	3470	212	
3471	3471	2632	
3472	3472	690	
3473	3473	-2371	
3474	3474	-1167	
3475	3475	2190	
3476	3476	1869	
3477	3477	-1520	
3478	3478	-2187	
3479	3479	1119	
3480	3480	2558	
3481	3481	-220	
3482	3482	-2551	
3483	3483	-272	
3484	3484	2556	
3485	3485	1134	
3486	3486	-2154	
3487	3487	-1566	
3488	3488	1896	
3489	3489	2174	
3490	3490	-1113	
3491	3491	-2394	
3492	3492	668	
3493	3493	2632	
3494	3494	240	
3495	3495	-2501	
3496	3496	-732	
3497	3497	2410	
3498	3498	1527	
3499	3499	-1863	
3500	3500	-1911	
3501	3501	1534	
3502	3502	2404	
3503	3503	-681	
3504	3504	-2517	
3505	3505	206	
3506	3506	2635	
3507	3507	698	
3508	3508	-2367	
3509	3509	-1165	
3510	3510	2183	
3511	3511	1868	
3512	3512	-1517	
3513	3513	-2189	
3514	3514	1113	
3515	3515	2548	
3516	3516	-222	
3517	3517	-2545	
3518	3518	-262	
3519	3519	2556	
3520	3520	1126	
3521	3521	-2151	
3522	3522	-1571	
3523	3523	1887	
3524	3524	2169	
3525	3525	-1115	
3526	3526	-2393	
3527	3527	673	
3528	3528	2626	
3529	3529	239	
3530	3530	-2500	
3531	3531	-730	
3532	3532	2414	
3533	3533	1527	
3534	3534	-1862	
3535	3535	-1914	
3536	3536	1533	
3537	3537	2398	
3538	3538	-676	
3539	3539	-2517	
3540	3540	205	
3541	3541	2631	
3542	3542	696	
3543	3543	-2363	
3544	3544	-1166	
3545	3545	2194	
3546	3546	1870	
3547	3547	-1522	
3548	3548	-2191	
3549	3549	1119	
3550	3550	2555	
3551	3551	-222	
3552	3552	-2548	
3553	3553	-266	
3554	3554	2557	
3555	3555	1127	
3556	3556	-2150	
3557	3557	-1564	
3558	3558	1885	
3559	3559	2173	
3560	3560	-1111	
3561	3561	-2395	
3562	3562	667	
3563	3563	2636	
3564	3564	239	
3565	3565	-2503	
3566	3566	-729	
3567	3567	2409	
3568	3568	1518	
3569	3569	-1869	
3570	3570	-1907	
3571	3571	1532	
3572	3572	2400	
3573	3573	-685	
3574	3574	-2516	
3575	3575	203	
3576	3576	2631	
3577	3577	690	
3578	3578	-2372	
3579	3579	-1164	
3580	3580	2187	
3581	3581	1874	
3582	3582	-1514	
3583	3583	-2187	
3584	3584	1115	
3585	3585	2553	
3586	3586	-224	
3587	3587	-2554	
3588	3588	-268	
3589	3589	2555	
3590	3590	1124	
3591	3591	-2151	
3592	3592	-1563	
3593	3593	1885	
3594	3594	2172	
3595	3595	-1117	
3596	3596	-2392	
3597	3597	676	
3598	3598	2631	
3599	3599	240	
3600	3600	-2498	
3601	3601	-732	
3602	3602	2410	
3603	3603	1522	
3604	3604	-1861	
3605	3605	-1906	
3606	3606	1534	
3607	3607	2400	
3608	3608	-677	
3609	3609	-2513	
3610	3610	204	
3611	3611	2634	
3612	3612	689	
3613	3613	-2368	
3614	3614	-1164	
3615	3615	2189	
3616	3616	1873	
3617	3617	-1513	
3618	3618	-2186	
3619	3619	1126	
3620	3620	2555	
3621	3621	-221	
3622	3622	-2547	
3623	3623	-265	
3624	3624	2564	
3625	3625	1124	
3626	3626	-2152	
3627	3627	-1566	
3628	3628	1892	
3629	3629	2175	
3630	3630	-1109	
3631	3631	-2390	
3632	3632	681	
3633	3633	2637	
3634	3634	245	
3635	3635	-2498	
3636	3636	-727	
3637	3637	2414	
3638	3638	1523	
3639	3639	-1863	
3640	3640	-1909	
3641	3641	1528	
3642	3642	2396	
3643	3643	-678	
3644	3644	-2514	
3645	3645	211	
3646	3646	2633	
3647	3647	693	
3648	3648	-2364	
3649	3649	-1168	
3650	3650	2190	
3651	3651	1874	
3652	3652	-1513	
3653	3653	-2183	
3654	3654	1119	
3655	3655	2558	
3656	3656	-225	
3657	3657	-2551	
3658	3658	-269	
3659	3659	2556	
3660	3660	1128	
3661	3661	-2152	
3662	3662	-1570	
3663	3663	1896	
3664	3664	2171	
3665	3665	-1114	
3666	3666	-2387	
3667	3667	676	
3668	3668	2633	
3669	3669	240	
3670	3670	-2501	
3671	3671	-732	
3672	3672	2407	
3673	3673	1518	
3674	3674	-1861	
3675	3675	-1910	
3676	3676	1530	
3677	3677	2401	
3678	3678	-679	
3679	3679	-2510	
3680	3680	206	
3681	3681	2634	
3682	3682	691	
3683	3683	-2364	
3684	3684	-1166	
3685	3685	2188	
3686	3686	1874	
3687	3687	-1511	
3688	3688	-2183	
3689	3689	1123	
3690	3690	2555	
3691	3691	-221	
3692	3692	-2547	
3693	3693	-269	
3694	3694	2557	
3695	3695	1126	
3696	3696	-2150	
3697	3697	-1559	
3698	3698	1893	
3699	3699	2173	
3700	3700	-1111	
3701	3701	-2394	
3702	3702	677	
3703	3703	2630	
3704	3704	229	
3705	3705	-2500	
3706	3706	-731	
3707	3707	2408	
3708	3708	1521	
3709	3709	-1866	
3710	3710	-1910	
3711	3711	1530	
3712	3712	2401	
3713	3713	-679	
3714	3714	-2518	
3715	3715	210	
3716	3716	2630	
3717	3717	690	
3718	3718	-2369	
3719	3719	-1169	
3720	3720	2187	
3721	3721	1875	
3722	3722	-1515	
3723	3723	-2188	
3724	3724	1123	
3725	3725	2554	
3726	3726	-220	
3727	3727	-2554	
3728	3728	-269	
3729	3729	2559	
3730	3730	1125	
3731	3731	-2154	
3732	3732	-1562	
3733	3733	1889	
3734	3734	2167	
3735	3735	-1117	
3736	3736	-2397	
3737	3737	677	
3738	3738	2630	
3739	3739	241	
3740	3740	-2500	
3741	3741	-730	
3742	3742	2410	
3743	3743	1516	
3744	3744	-1865	
3745	3745	-1911	
3746	3746	1534	
3747	3747	2402	
3748	3748	-684	
3749	3749	-2517	
3750	3750	205	
3751	3751	2632	
3752	3752	693	
3753	3753	-2363	
3754	3754	-1171	
3755	3755	2186	
3756	3756	1872	
3757	3757	-1516	
3758	3758	-2185	
3759	3759	1119	
3760	3760	2550	
3761	3761	-222	
3762	3762	-2545	
3763	3763	-270	
3764	3764	2562	
3765	3765	1126	
3766	3766	-2150	
3767	3767	-1568	
3768	3768	1892	
3769	3769	2174	
3770	3770	-1115	
3771	3771	-2388	
3772	3772	674	
3773	3773	2639	
3774	3774	244	
3775	3775	-2502	
3776	3776	-730	
3777	3777	2408	
3778	3778	1522	
3779	3779	-1864	
3780	3780	-1909	
3781	3781	1530	
3782	3782	2397	
3783	3783	-681	
3784	3784	-2516	
3785	3785	210	
3786	3786	2633	
3787	3787	695	
3788	3788	-2372	
3789	3789	-1165	
3790	3790	2186	
3791	3791	1871	
3792	3792	-1509	
3793	3793	-2186	
3794	3794	1125	
3795	3795	2551	
3796	3796	-225	
3797	3797	-2546	
3798	3798	-268	
3799	3799	2561	
3800	3800	1133	
3801	3801	-2151	
3802	3802	-1566	
3803	3803	1897	
3804	3804	2175	
3805	3805	-1116	
3806	3806	-2394	
3807	3807	673	
3808	3808	2628	
3809	3809	240	
3810	3810	-2505	
3811	3811	-731	
3812	3812	2407	
3813	3813	1517	
3814	3814	-1863	
3815	3815	-1906	
3816	3816	1527	
3817	3817	2400	
3818	3818	-678	
3819	3819	-2519	
3820	3820	200	
3821	3821	2630	
3822	3822	688	
3823	3823	-2365	
3824	3824	-1171	
3825	3825	2187	
3826	3826	1876	
3827	3827	-1519	
3828	3828	-2191	
3829	3829	1117	
3830	3830	2551	
3831	3831	-224	
3832	3832	-2549	
3833	3833	-275	
3834	3834	2561	
3835	3835	1125	
3836	3836	-2152	
3837	3837	-1564	
3838	3838	1888	
3839	3839	2165	
3840	3840	-1115	
3841	3841	-2389	
3842	3842	673	
3843	3843	2629	
3844	3844	241	
3845	3845	-2507	
3846	3846	-735	
3847	3847	2406	
3848	3848	1519	
3849	3849	-1865	
3850	3850	-1912	
3851	3851	1527	
3852	3852	2398	
3853	3853	-681	
3854	3854	-2511	
3855	3855	205	
3856	3856	2633	
3857	3857	690	
3858	3858	-2366	
3859	3859	-1167	
3860	3860	2190	
3861	3861	1867	
3862	3862	-1518	
3863	3863	-2190	
3864	3864	1124	
3865	3865	2555	
3866	3866	-221	
3867	3867	-2553	
3868	3868	-264	
3869	3869	2554	
3870	3870	1119	
3871	3871	-2155	
3872	3872	-1571	
3873	3873	1892	
3874	3874	2171	
3875	3875	-1113	
3876	3876	-2392	
3877	3877	673	
3878	3878	2628	
3879	3879	237	
3880	3880	-2500	
3881	3881	-735	
3882	3882	2410	
3883	3883	1522	
3884	3884	-1870	
3885	3885	-1911	
3886	3886	1523	
3887	3887	2401	
3888	3888	-685	
3889	3889	-2513	
3890	3890	202	
3891	3891	2633	
3892	3892	687	
3893	3893	-2366	
3894	3894	-1175	
3895	3895	2185	
3896	3896	1868	
3897	3897	-1517	
3898	3898	-2185	
3899	3899	1118	
3900	3900	2552	
3901	3901	-220	
3902	3902	-2545	
3903	3903	-270	
3904	3904	2558	
3905	3905	1123	
3906	3906	-2150	
3907	3907	-1575	
3908	3908	1893	
3909	3909	2169	
3910	3910	-1116	
3911	3911	-2388	
3912	3912	671	
3913	3913	2627	
3914	3914	239	
3915	3915	-2501	
3916	3916	-731	
3917	3917	2415	
3918	3918	1524	
3919	3919	-1866	
3920	3920	-1915	
3921	3921	1528	
3922	3922	2397	
3923	3923	-685	
3924	3924	-2511	
3925	3925	209	
3926	3926	2631	
3927	3927	690	
3928	3928	-2369	
3929	3929	-1169	
3930	3930	2184	
3931	3931	1868	
3932	3932	-1520	
3933	3933	-2188	
3934	3934	1125	
3935	3935	2551	
3936	3936	-226	
3937	3937	-2554	
3938	3938	-271	
3939	3939	2555	
3940	3940	1123	
3941	3941	-2155	
3942	3942	-1565	
3943	3943	1891	
3944	3944	2168	
3945	3945	-1116	
3946	3946	-2390	
3947	3947	672	
3948	3948	2632	
3949	3949	230	
3950	3950	-2507	
3951	3951	-732	
3952	3952	2411	
3953	3953	1516	
3954	3954	-1867	
3955	3955	-1914	
3956	3956	1529	
3957	3957	2401	
3958	3958	-681	
3959	3959	-2513	
3960	3960	208	
3961	3961	2632	
3962	3962	687	
3963	3963	-2366	
3964	3964	-1173	
3965	3965	2189	
3966	3966	1869	
3967	3967	-1522	
3968	3968	-2195	
3969	3969	1120	
3970	3970	2556	
3971	3971	-226	
3972	3972	-2547	
3973	3973	-264	
3974	3974	2559	
3975	3975	1124	
3976	3976	-2147	
3977	3977	-1568	
3978	3978	1889	
3979	3979	2167	
3980	3980	-1111	
3981	3981	-2390	
3982	3982	670	
3983	3983	2634	
3984	3984	237	
3985	3985	-2504	
3986	3986	-731	
3987	3987	2408	
3988	3988	1519	
3989	3989	-1867	
3990	3990	-1912	
3991	3991	1530	
3992	3992	2397	
3993	3993	-678	
3994	3994	-2515	
3995	3995	205	
3996	3996	2631	
3997	3997	695	
3998	3998	-2366	
3999	3999	-1173	
4000	4000	2183	
4001	4001	1872	
4002	4002	-1521	
4003	4003	-2189	
4004	4004	1125	
4005	4005	2553	
4006	4006	-225	
4007	4007	-2548	
4008	4008	-267	
4009	4009	2560	
4010	4010	1123	
4011	4011	-2155	
4012	4012	-1573	
4013	4013	1889	
4014	4014	2174	
4015	4015	-1115	
4016	4016	-2394	
4017	4017	668	
4018	4018	2633	
4019	4019	236	
4020	4020	-2503	
4021	4021	-735	
4022	4022	2412	
4023	4023	1524	
4024	4024	-1864	
4025	4025	-1909	
4026	4026	1527	
4027	4027	2399	
4028	4028	-684	
4029	4029	-2514	
4030	4030	207	
4031	4031	2629	
4032	4032	687	
4033	4033	-2364	
4034	4034	-1170	
4035	4035	2189	
4036	4036	1872	
4037	4037	-1522	
4038	4038	-2191	
4039	4039	1118	
4040	4040	2547	
4041	4041	-227	
4042	4042	-2546	
4043	4043	-269	
4044	4044	2555	
4045	4045	1121	
4046	4046	-2157	
4047	4047	-1566	
4048	4048	1887	
4049	4049	2165	
4050	4050	-1114	
4051	4051	-2385	
4052	4052	666	
4053	4053	2633	
4054	4054	238	
4055	4055	-2503	
4056	4056	-738	
4057	4057	2409	
4058	4058	1519	
4059	4059	-1864	
4060	4060	-1909	
4061	4061	1533	
4062	4062	2399	
4063	4063	-677	
4064	4064	-2516	
4065	4065	215	
4066	4066	2634	
4067	4067	694	
4068	4068	-2368	
4069	4069	-1169	
4070	4070	2188	
4071	4071	1876	
4072	4072	-1514	
4073	4073	-2185	
4074	4074	1116	
4075	4075	2558	
4076	4076	-226	
4077	4077	-2547	
4078	4078	-268	
4079	4079	2558	
4080	4080	1128	
4081	4081	-2150	
4082	4082	-1567	
4083	4083	1891	
4084	4084	2178	
4085	4085	-1119	
4086	4086	-2396	
4087	4087	677	
4088	4088	2633	
4089	4089	241	
4090	4090	-2509	
4091	4091	-737	
4092	4092	2416	
4093	4093	1522	
4094	4094	-1863	
4095	4095	-1913	
